stock,volume
LDSI,100
IVR.PR.A,1731
HDELY,34
VRTC,2300
FCEL,425797
ILNS,25000
FTGC,400
MCEEF,45
SLG.PR.I,5600
ADVC,440
VRTS,1220
VASC,7618
VRTU,3935
MGYR,700
GFIG,1018
ADUS,6510
KRSL,300
TTNDY,27
ILMN,37450
QTEC,1489
NEVDF,3937
WDTI,2104
LUVU,500
AUXO,600
AUXL,39976
GWIO,5025
VRSK,26107
ADVS,13900
VRSN,124121
ADXS,6337
GASNY,30
YAO,777
HIMR,8060600
HIMX,960219
SIMG,13366
SIMO,4638
FCHI,800
HILL,19674
DNAX,570724
AVCVF,1000
HILO,3850
VRTX,49204
FCFS,1836
SILC,4375
HAE,24024
VASO,4000
RFIL,4382
HAL,226253
TOOTQ,1000
JOSB,13109
HZNP,185832
HAP,946
TLOG,24349
HAO,5237
HAR,17332
KATX,194
OCZTQ,378008
FCGD,35
HAS,651023
HAV,4521
YCL,530
JOUT,301
YCS,23979
NLY.PR.C,184
NLY.PR.D,1062
NLY.PR.A,2983
HBI,21256
WRB.PR.B,537
HBM,1100
AESAY,17188
HBP,1207
GFMH,10000
GDP.PR.D,521
HCA,107191
FCHS,1400
HCC,10608
ONCS,331026
HCJ,100
HPHTF,100
HCI,5116
SINA,96417
ONCY,12600
HCN,110706
DNDN,259362
HCP,78417
DNDT,5307
HDB,21775
GWPH,14635
HDG,22
TLTE,250
TLTD,765
TKTDY,2
HDS,78107
GMETP,8
FCLF,400
HDV,16072
HDY,24
HIPP,8500
ONEK,54
SBOTF,25430
HEB,93164
ONEF,32
RFMD,149544
HEI,5274
ONEQ,8535
HEP,4820
ILTB,156
RFMK,3519512
HEQ,2311
PBR.A,2332957
YGE,799035
HPT.PR.D,1992
HES,101262
ONFC,600
EQIX,35931
BYBK,600
FCMP,2289
GWRE,9133
HFC,95925
FORTY,660
TRNO.PR.A,240
PCCWY,20
CKEC,4140
HITK,841
IAXFF,1850
ZNGA,519127
AVBH,400
HGH,218
MYCC,11532
HGG,4537
GFOX,3200
SIRI,2430629
HGI,1020
SIRG,50000
QCLN,3710
HGR,1320
AVAV,17726
HGT,27147
FTNT,194181
SIRO,15831
HHC,6378
LEAP,38329
BYFC,200
DNKN,145097
CEFLF,2250
QCOR,85589
HHS,2370
FCPG,7870
QCOM,3009342
GRH.PR.C,26
HHY,3551
MYFT,1000000
HITT,1061
HIH,576
HIG,118612
HII,14082
HIL,1154
HIO,16135
SITS,40000
HIX,26602
HIW,24204
SITO,2000
FCOM,3639
LEAF,18849
AVEO,22412
LECO,11317
FTSL,559
HJN,2
VLKAY,4385
MHGC,2943
EHTEQ,210
HJV,300
VSAT,1971
SZYM,111794
ENDTF,4500
SIVB,10380
WEAT,56
SIVR,26109
TLYS,11767
MYGN,152356
AVEW,773285
MHFI,90816
DGWIY,625
HLF,70046
AVGO,89519
VSCI,4246
HLS,7696
HLT,45414
NDBKY,102
HLX,6708
ITOCY,26
HMA,149359
HMC,8713
HME,15487
VSBN,1
HMH,3554
HMG,611
VLKAF,10
FLIDY,113
AVHI,1043
HMN,10869
FTTN,2000
LEDS,4000
QCRH,1700
FCSC,5347
HMY,273573
ONNN,866116
PRPCF,20000
HNI,2988
HNH,140
BASFY,3645
AEGY,12869499
FCVA,1200
HNP,1321
KLNDF,4190
HNR,27355
YPF,25777
AVID,6759
HNT,11423
HNW,1951
AEGR,38890
AEGN,6484
HOG,39899
FCTY,700
BHLB,542
HON,75944
SIZE,3
CMO.PR.E,3000
HOT,33869
HOS,5589
GXYEY,45
HOV,311396
AEHR,900
VSEC,1668
GXYEF,4944
AVIV,1173
HPF,2975
HPI,10083
VBFC,600
MYNG,200
HPJ,6200
FBNIQ,11199
HPQ,779633
HPP,2516
HPS,5483
HPT,26806
AEIS,18375
HPY,4442
JPEX,4147
ONSM,50
HQH,8565
HQL,3927
QTWW,65759
QTXB,2500
MHLD,13602
HRC,21319
HRB,87607
IMAX,3696
HRG,4365
ONTY,13470
IMDC,500
HRL,27817
FCZA,527
ARE.PR.E,2201
ONTX,9061
HRS,13031
HRT,2833
DRE.PR.L,2554
DRE.PR.K,1200
DRE.PR.J,2252
HSA,29011
HSC,2840
HSH,12106
KBIO,25421
AVNW,8588
HSP,28919
AEMD,55340
AVNR,74271
HST,201691
IMCI,300
MHNA,3458
MHNB,917
HSY,30108
YUM,101430
PPS.PR.A,200
LVLT,19951
HTA,25619
MHNC,4264
MTZPY,186
HTD,13100
HTF,400
CLLZF,500
HTH,18941
HTM,7300
MYRG,3352
HTS,47693
HTR,11375
HTY,1641
NVZMY,41
HTZ,799090
CKSW,6000
BYRG,155000
MYRX,125
ATPAQ,8250
MYRY,300000
NKTR,20364
HUN,140694
HUM,75285
LEMB,1437
AETUF,700
HVB,346
NKSH,611
ONVI,100
REPYY,541
ONVO,576479
AEPI,1458
HVT,982
CALVF,2
TMHC,14771
FIATY,184772
MRH.PR.A,143
UPIP,287045
NWLTF,600
IMGN,33687
GGAL,11773
KBLB,22377
ARZTY,28
YYY,4760
HXM,8562
HXL,37118
YTBLQ,10
YZC,60967
AERI,2306
ISNPY,1590
AERG,7000
HYB,14205
HYD,43938
LVSY,30
HYF,43970
HYG,80990
VSPC,5000
HYI,9458
FUELQ,1050
QUAD,729
HYT,32155
HYS,22948
OSKFF,2470
QUAL,40414
FUBC,3293
TBLMY,390
QUAN,8728
EPM.PR.A,10
AERT,1014
AVTC,600
MHTX,1335
HZO,624
AERO,5778
PRAA,14171
AETI,1278
WEST,118419
PRAN,21172
ERBB,19696299
AMKBY,210
UNICY,3500
FUEL,9758
WERN,14189
RGDO,10
JPNL,240
JPNS,10
MCHHF,300
RGDX,400
RGEN,47917
BHWX,1100
PCWLF,200
CICHY,974
RXII,497
PAAS,184420
PRCP,16580
QDEF,3000
SHTDF,2500
JSHLY,100
VSTI,2000
VSTM,5052
QDEL,3584
EPR.PR.F,101
GGGG,1
WETF,81099
IMMR,7821
IMMU,164797
TMMI,2500
SHCAY,7
AVXL,7345
WVVI,700
FDEF,604
IMMCQ,17000
PACW,5070
PACR,2540
PACT,14180
IMPV,3106
LEXG,34000
VLNCQ,21022
ZBB,5491
RCKHF,70
SEKEY,200
OOAG,10
PRDC,50
SOHAF,4000
IMOS,9425
IAE,11137
IAG,541148
PRDL,230000
IAF,10931
IAI,19420
IAK,4630
PACB,18842
PACD,18063
IAU,582979
VSUL,1500
IAT,12451
UPRO,196795
WEYS,647
KBWC,439
KBWB,1962
AEZS,133770
KBWD,4883
IMRS,6020
GGLR,5000
IBB,41745
FDIS,11986
IBA,1200
ERHE,9850
KBWI,3340
RGLD,68629
PRGS,13910
PRGN,23852
PRGO,62016
KBWR,2030
KBWP,1475
IBN,86686
IBM,344854
PRGX,1028
IMSC,10385
RGLS,2309
KBWY,1552
QUIK,72595
ICA,9967
ICB,268
ICE,62757
ICF,15318
ICH,300
CLBH,203
SJNK,45341
BCGYF,50395
PRFZ,18082
PRFT,21771
ICN,1800
HJOE,123341
PRIM,26915
ZEP,396
CLCT,4506
IDA,8382
IDE,13653
CLCN,200
IDG,273
IDI,1000
IMUC,55609
IDN,186
NDEKY,5
ZFC,1093
IDT,2026
NTCXF,560
IDV,52950
IDU,10591
IDX,3991
CLDX,74882
WHLKY,250
CLDT,2151
IEC,285
ERIC,251625
CLDS,285
ERIE,2349
IEF,25356
IEI,100785
CTTAY,3259
ERII,43047
IEH,441
FULL,3050
IEO,11050
PAGG,4
IEP,33449
FULT,26170
EAHC,1535
IEV,89019
IEX,4178
IEZ,12301
VSYS,3000
PAGP,22986
IFF,32627
PRKR,28337
QUNR,10336
IFN,6553
IFT,249
BZCN,453
PRLB,11239
IGA,12811
IGC,10
FUND,3961
IGE,16991
IGD,39148
OOGI,100
IGF,1796
QUMU,1201
IGI,3677
IGM,8637
TMUS,560104
BICK,1800
AWAY,38976
IGN,4356
AGIIL,2
IGS,440
IGR,19190
IGU,900
IGT,86677
FDMF,235000
CLFD,52857
IGV,7726
QUNI,2080
ELPVY,200
FDML,12690
GDOCF,16965
RGRA,7949
IHD,15660
CLGX,5511
IHC,16
ZIV,22720
IHF,5738
BIDU,1337429
IHE,3232
IHG,6122
MIDU,21914
PRMW,529
LFAP,100
IHI,98127
AFAN,1000
AFAM,1221
CLGL,216431
PALL,5119
IHS,7025
MIDZ,1600
IHY,938
GGSM,270000
FIADF,1710
RGRX,8332
LWAY,586
SSW.PR.C,101
IID,3599
SSW.PR.D,1000
OOIL,67112
IIF,3910
III,5356
IIM,9012
BIEL,1316000
UPZS,15413
MZEI,6000
MIDD,6297
VIVEF,500
GOODN,201
WWAV,32730
GOODO,2
FOSUF,3000
IJH,90388
IJJ,15210
DOMK,2000
IJK,19767
PROV,811
CLIR,9084
PROW,31000
ZLC,38346
IJR,153075
IJT,25478
IJS,33152
ZOLT,5170
AFCE,11670
AFCB,200
PRPH,2992
PANW,84568
EROC,35533
EROS,733
ZMH,83891
FURX,1141
BIGG,147122
PAMT,1144
ILB,4
ILF,59605
DYN.WS,27
DOOR,3550
ENEVY,900
ZNH,1090
VCBI,1533
FDTS,18
ICPVY,25
IMF,500
KCAP,12181
IMI,12222
IMH,1045
AFFY,4210
AFFX,23342
KTCC,2721
IMO,7808
IMN,7004
MNHVY,18
FUTU,12
AFFM,60
STI.PR.E,1118
EAPH,10300
FUTY,7290
RGUS,5000
STI.PR.A,100
TOSBF,948
INB,7832
AES.PR.C,2205
IND,3942
BIIB,69416
EAPS,4123
INF,4121
VTEQ,988
ING,65558
PARA,1100
PARD,20283
PRSS,2074
INN,26737
INP,721
PRTA,8135
GMICF,143
INO,721374
INT,3640
CLMT,19037
PMTYF,10
CLMS,4565
PARR,5000
INZ,2934
INY,282
PARS,400
IOC,22938
DD.PR.A,100
COUGF,2500
NLNK,5036
IOO,42836
CLNY,21819
IRLBF,140
CLNT,3472
ZQK,24962
PRSC,1361
EARN,317
ZOOM,36170
FDUS,23308
IPF,1100
IPE,3288
CLNE,85692
PATH,12211
IPG,69350
MILV,24515
IPI,40522
IPK,620
IPN,400
TNAV,916
IPO,1162
PATR,1440
INBK,1000
RHHBY,93505
PATK,754
INBI,4000
IPU,400
BZNE,11265
IQI,14306
BIND,4597
PRTX,100
PRTS,5422
DORM,9977
PNC.PR.Q,1729
ERUS,9804
PNC.PR.P,5095
ZSL,18465
BACHY,418
INAP,10049
MILL,10768
IRC,8651
IRF,8782
IRE,48296
IRG,1116
INDB,5038
BIOF,2440
IRL,2206
BIOD,46426
IRM,25132
MINT,6615
TAYCP,2
IRR,34164
ARKAY,15
IRT,700
SCTPF,300
IRS,1593
IRV,370
QDYN,363
VTIP,8820
INDL,9960
IRY,850
PRXL,17079
PRXI,600
INDY,4155
ZTS,149888
ZTR,1293
ISD,8895
ISG,1577
ISF,1080
ISH,5529
VITFF,1500
VTHR,77
CLSI,56000
BIPH,7331
ALIOF,160
ISM,200
ISL,13587
PRVT,2039
ISP,3830
ISS,4065
ISR,1675
IST,300
CLRX,332
MINI,16038
ELRNF,1225
INCO,300
BIOS,12130
MZOR,43638
ITB,160948
MIND,363
BIOQ,100
ITA,14290
MINE,258400
INCY,21520
ITC,6350
CLRO,2969
ITF,2486
BIOL,34634
ITE,102
IMKTA,5455
ITG,23599
ITI,600
TETHF,5000
INFA,15299
ITM,14087
ITR,6722
ITT,19442
INFI,24758
ITW,93116
INFN,76190
GTKYY,12
JASMY,15
PAYD,29700
NHPEF,576
INFY,24327
CLSN,7554
TNDQ,600
TNDM,9397
PAWS,30000
CLUB,800
VCIT,36629
IVC,7415
BPOPN,6
IVE,28122
SKBI,4610
IVH,600
NLST,360
NLSN,88466
TNGS,125
VCLK,20873
IVR,48939
TNGO,10985
TNGN,13500
IVV,278187
IVW,30529
IVZ,62667
LINTA,88564
WWPW,8770
IWC,7921
IWB,12250
BIRT,8441
IWD,39979
AFOP,19867
IWF,153646
VTNC,176265
DGICA,31
VCLT,13785
IWM,3072309
IWL,1390
IWO,103758
IWN,68360
IWP,16910
IWS,19058
IWR,45962
IWW,919
IWV,27355
IWY,374
IWX,117
BITA,81611
IWZ,1778
INGR,20211
AFPW,500000
PAYX,95699
IXC,9976
KCLI,521
AWRE,1000
IXG,2150
CLVS,8475
IXJ,2830
VTMB,4091801
BISN,6491
IXN,5770
IXP,2345
GHDC,222834
IYC,6934
GHDX,3700
IYE,12499
IYG,5559
IYF,15801
IYH,47002
CLWT,3333
IYK,6000
IYJ,23756
IYM,75871
IYR,565422
AFSI,84226
IYT,19316
IYW,14499
IYY,22159
AFSD,2639
ININ,1727
MITD,500
VTNR,1000
SYCRF,4000
IYZ,40205
INIS,20900
KTOS,75986
MITL,37813
ITPOF,1229
TNIB,200
MITK,16713
MITT,8010
TECUA,986
TECUB,805
CPICQ,1400
GBGLF,25828
VTRB,205
SUHJY,100
TNKY,25
KEYUF,100
ESBF,250
PSAU,3200
FCREY,23
ESBK,682
VRNGW,8300
INKM,531
BZYR,350
ELRFF,700
PSCE,1608
PSCD,13091
INNI,2000
PSCF,2
PSCC,1506
PSCM,1434
PSCI,1532
PSCH,6414
FEEU,1670
PSCU,174
PSCT,3121
LFVN,25859
ALIAF,31560
INOD,8017
GFSZY,100
INOC,2009
INOH,1000
PBSFF,5
ESCA,252
BIZD,6461
VCRA,22573
EBAY,527367
VTSS,6115
SIVBO,800
LFUS,873
QEDN,46500
MIXT,5794
VTSI,5000
FEEC,1092
GMXPQ,200
ENGGY,77
PSEC,185484
PBCT,84356
GYLD,1156
PSEM,4147
INOL,1
FEFN,2
WWWW,12367
ESEA,36278
VCSH,56753
PSDV,22090
JAH,32434
VTUS,2091
VCSY,8404
GMXRQ,2520
INPH,40
DVDCY,1000
KTYB,1
JBL,183904
DPSTF,36
JBT,4153
INSM,1657
CMBS,54
KNBWY,930
VTWG,5037
JCE,4991
SDXAY,368
JCI,273888
VTWV,527
JCP,958126
FEIC,6828
ESGR,936
JCS,1238
FISOF,7500
VTWO,79460
DPDW,1
INTU,166735
INTT,65
CMCO,690
INTX,1561
JDD,7885
CMCI,200
PBHG,132840
PSIX,1415
FELE,6210
GHML,40
JEC,70732
INSY,14449
INSV,10215
NMBL,58198
OPEN,17298
SKPO,7550
ESIO,1389
INTC,8137773
JEQ,100
CPYYY,6759
PSID,14555
INTL,1171
FEMS,2200
JFC,400
OPHT,2668
YUEIF,1000
GYRO,234448
YUEIY,95
ESLT,5370
JFR,18262
FENG,18415
NMFC,5800
INWK,6654
VCYT,725
BRDCY,31
INUV,5153
JGG,9867
EBIX,10698
PBIB,400
INVA,463069
JGT,17238
INVE,36000
AXAS,42584
DPHS,1500
JGV,14237
OPHC,200
JGW,1611
PBIO,15225
INVN,296410
AXCG,1607272
INXX,400
ZKBGF,10
SKUL,16655
JHI,3412
PSMT,2940
JHP,2205
ESNT,4239
JHS,4584
TNXP,4604
CMGE,50240
JHX,97
JSGRY,6
AXDI,24
ETHOF,1000
HKTV,4910
PSLV,91781
FENY,11908
INXB,9700
GYST,2294714
SKTO,840000
INXN,4941
PSMI,7236
JJA,40
JJC,1794
AGCZ,752550
RVREF,10000
OPLK,2117
JJG,700
RYUN,900
ESPH,26241
PSON,4900
ESPI,50
AGCO,53377
ESPR,7411
JJP,206
LGCY,4694
JJS,200
AXDX,4693
JJT,150
CNBKA,372
AHMIQ,8550
JKD,2512
FVRD,2000
JKF,4
EBMT,250
FVRG,250
JKE,402
JKH,204
JKG,212
JKJ,1163
HMRTY,204
JKI,5218
SBRCY,211
JKL,6210
JKK,428
RSHYY,30000
EBND,17560
JKS,123776
QEPM,400
NMIH,1887
JLA,8286
AXGN,83507
PBPB,15108
SKYC,100
RBGLY,24957
JLL,5743
CMPGY,224
SKYW,14578
JLS,2305
ESRT,29979
AGEN,15807
ESRX,358319
FMER.PR.A,312
ESSA,174
OPOF,600
SKYY,5369
JMF,18638
JMI,14961
AXHE,100
JMP,1243
CMLS,81595
JMT,1958
CMLP,16525
ESVIF,20
LXFT,1620
LXFR,200
WFEMF,2500
JNK,278330
JNJ,411798
JRCC,28482
CAMBU,243
EBSB,37
AXID,2
URBN,274013
JNS,42696
PSTB,2317
JNY,70149
JABA,9000
MARPS,5910
DPSGY,1250
PSTI,40357
JOF,1810
JOE,40455
ESSI,10100
AXJL,1216
RHHVF,7
BGE.PR.B,100
YMLP,7192
ESSX,1134
JOY,318918
YMLI,200
JPC,30395
AXIT,2
JPG,4404
CMPD,4000
JPI,5430
WOPEY,375
HMRZF,1250
JPM,1170808
JACQ,7800
JPP,400
JPS,31369
JPW,1700
UACL,584
AGIO,4760
JPZ,15952
AGIN,2258
SCUEF,100
AGII,1080
UREE,1300
JQC,87739
PSTX,141294
PSTR,302
AXLL,21332
EBTC,1734
PBSK,5210
PBSV,500
OGXPY,63662
WOPEF,1340
LGIH,80
PSUN,12804
JACK,20884
JPM.PR.A,4537
AXMT,2
JRI,2394
CMRE,7749
JPM.PR.C,9676
JPM.PR.D,783
OPTT,5230
JRO,22073
JRN,2915
JRS,4700
LXMO,100
EXETF,3600
JSD,8035
JSC,130
SMTPD,100
SLAB,16500
AXLX,3624099
PSXP,11899
AGMC,3
JSN,15463
VLOWY,320
JSM,2101
CMSB,800
JST,2257
FEYE,64064
CMRX,2042
MJNA,8263325
PBEGF,841
JTA,12457
PSWS,10000
JTD,15557
AGNC,233607
JTP,15371
SLCA,28102
LGND,6140
BJRI,18931
AXPW,18400
NMRX,265
AGOE,800
ZURVY,15773
ESYS,1200
RSKIA,1200
JVA,22225
CMTL,2979
SMCJY,100
SVNDY,494
NGPHF,12200
JWN,57350
IOGA,375
JRJC,215208
PBYI,3301
OPXA,15700
COGGF,150000
MP.PR.D,44
SVNDF,142
FCSMF,65344
NRF.PR.C,185
NRF.PR.B,120
JXI,5598
NRF.PR.A,1
VUME,5000
MRVNY,2
CMXI,20476
IOUFF,2000
ATADF,100
JALA,28650
O.PR.F,1521
TIRXF,2000
IOIL,20
RIBT,1793
LXRX,37246
AXTI,3387
JAKK,6090
CMXX,6500
AGRT,1003
AXTE,15
LDBKY,81
RICK,4180
JZJ,321
AGRO,12186
GIFI,610
JZV,400
AXUT,2
FFCO,82
HLIT,7262
JANI,240
SLIO,100000
GIGA,1200
FFBC,7433
SLGN,29579
FFBH,25
NSSMY,900
FWDG,103000
FWDI,174
ETAK,3649
JAMN,5751
PCAR,51887
PNYTF,166665
RIGS,449
KUTV,9340
PTCT,5701
UAPC,84800
PCBK,2814
XYIGY,27
FFFC,100
MCP.PR.A,24611
HIG.WS,300
AHT.PR.D,500
HLM.PR,200
GIGM,281
ECAU,2000
ABMLF,2100
AXXE,75
RIGL,61479
DIPGY,184
RIGH,100000
LDSVF,1
KHDHF,45
PTEN,46881
ETFC,146486
LEVYU,200
TOPS,3830
ALP.PR.P,570
APEMY,51
ALP.PR.O,40
ALP.PR.N,816
IRET.PR,1
SVNLY,38
GIII,28432
VDSI,17240
KAI,575
ETEK,148000
SHECY,1100
PCCC,9152
URRE,11781
APELY,1000
KAP,100
MITT.PR.A,1
VSTOW,1
KAR,104258
CNAT,606
FFIN,2776
URTY,38689
SLNX,250000
PNHNF,21255
NNAN,10000
GILT,11092
FFIV,61338
KBE,126632
KBH,131641
GVDNY,336
TORM,400
PCFG,775508
MRETF,6705
KBR,81425
AGYS,4140
LCPRF,1000
FFHL,1200
KCE,175187
KCG,3126
JASO,61806
PCEF,18901
CNBC,4140
APEOF,250
URTH,7283
FFIC,8960
GILD,625014
SLNN,200
ECHO,7164
PTIE,37572
VUZI,14660
CNCO,300
FFKT,438
FFKY,600
PTIX,17593
RING,24077
SGSOY,4969
ECIG,48
CNBZ,300
TOTS,128
IOSP,4213
GTOMY,400
GIMO,1284
CNDO,69343
LRLCY,1118
KED,658
GIMU,50000
KEG,125947
KEF,2254
INRLF,6
TAKUF,20700
KEM,502
NNBR,12905
CNDA,420
KEP,5964
FWLT,18581
AIQUY,1629
KEY,289483
KEX,12829
YNDX,114371
JAXB,200
HLSS,9316
CNET,724
CNER,2400
TTSLF,1601
KFH,489
TOVC,100
KFI,100
MKBY,10000
KFN,113911
KFS,100
KFX,656
PTLA,2618
KFY,10830
KGC,1212084
KOZAY,519
SLRC,8070
SLRA,31
DX.PR.A,200
RIOM,12790
BKCC,26560
KHI,5732
PCLN,164549
JAZZ,22539
QFOR,3972
ALIZF,94
KIE,40492
CHSCO,1602
FFNW,379
CHSCP,324
BKEP,316
KIM,61637
SLTD,30600
KIO,301
KIN,31360
TOWR,6816
SVNTQ,380
CNHI,23622
SLTM,216512
TOWN,632
LHCG,399
ECNS,433
CNIT,14508
RITE,37500
AZSEY,1503
ECOB,1866675
ECOL,4661
ECOM,8796
ECON,14693
FWRD,729
KKD,49364
PCMI,1018
PTNR,1307
PTNT,100
KKR,247513
SLVO,6100
SLVP,772
PTOG,5000
SLYG,6018
KLD,224
ETRM,242668
TC.PR.T,1200
SLYV,5084
PTRC,61000
BTKGF,660
KMB,48809
ECOS,1480100
KMG,425
KMF,9569
KMI,219359
KMM,10607
KMP,48530
GIVE,2
KMR,9497
KMT,6921
PCOM,60
ECPG,3152
SLXP,18441
KMX,44704
GIVN,35142
KND,7001
KNL,1342
PTSX,3834
AHGP,919
VEDO,46517
KNX,12005
TNABY,44
PCRX,8201
SSEZY,5107
CNMD,3756
CNOB,103
KOG,386753
KOF,1282
USAE,600
USAC,1800
NNLX,700
KOL,21974
USAP,29
KOP,3853
PTRY,7777
KOS,62681
USAK,13244
PTSC,17500
VECO,6934
SCGLY,3787
USAT,13292
DFT.PR.A,489
VLPNY,13
DFT.PR.B,612
ECRO,100000
PTSI,1537
HOKCY,200
CSRXF,1001
VEEV,8075
PCTI,737
KVHI,668
TRMLF,50
ECUI,308059
BKLN,358995
FUR.PR.D,2
UBCP,3651
USCI,1711
JSDA,2121
USCR,2088
ZNNMF,9600
BKMU,771
ECTE,1722
OXLCP,100
LYJN,2000
MAUXF,103500
BSYBY,564
IPAR,4149
IPAS,1259
KRA,1207
PEI.PR.B,350
KRC,14372
CNPF,2
KRE,94179
CHRYY,1430
KRG,18677
CNRD,690
VVIT,15000
KRO,7575
TPCS,1205
KRU,6240
IPDN,200
CNQR,5755
CCCGY,627
JINFF,100
SMAA,325565
USEL,26
KSM,3157
IPCC,2540
USEI,2499777
USEG,10390
KSS,1060939
KSU,44643
KST,213
IPCI,30792
IPCM,862
VEGI,507
KTF,23329
USFC,320
RIOCF,191
KTH,34
CNTF,33606
NHC.PR.A,6293
KTN,433
IPFF,814
KTP,1600
WYNN,77713
LZRFY,1100
SMSMY,127052
PCYC,17919
SMCG,274
ECYT,12436
CNSL,6079
CNSI,958
SMAK,1500
NNRX,2500
RWEOY,100
JSHG,2220
USGT,7000
CNTY,7496
CNTO,77034
WHLM,2500
BKSC,600
NNVC,12048
IPHI,1220
CCEGF,200
VELA,129100
MKSI,957
IPHS,4106
CSCTF,201
XCO.RT,169904
KWK,187910
ARI.PR.A,199
PCYG,822
JBHT,20238
SMCI,3843
KWR,548
KWT,899
PCYO,618
MER.PR.F,400
MER.PR.E,6
MER.PR.D,1506
MER.PR.K,417
IPGP,26392
MER.PR.M,500
SMDI,20000
JBII,755
MER.PR.P,170
SMDD,3000
KXI,4357
AHPI,200
MKTX,3994
MKTY,375
VIVHY,2554
VEND,21058
HMGN,18500
USLV,62970
FXCB,49
USMD,249
KYE,12068
ULTXF,5999
FXCM,5253
USMI,3600
KYO,2151
KYN,26416
TPHM,50000
LYRI,166
DSNKY,1412
CNYD,200
WYNMY,150
NSRGY,53188
SMEV,8
SNEJF,9
MKTG,147726
WYNMF,11750
USLM,9
HMCBF,65
SMFG,42103
MKTO,10578
NSRGF,380
RJET,36389
HMIN,13450
NXPSQ,3
SMID,2075
SLPHQ,800
KCDMY,501
FXEN,9015
TPLM,127392
USMV,12711
HMHC,6650
JBLU,290315
USMO,2012
IDCBF,1000
ATBEF,35000
LYTS,2455
USNA,1146
MFA.PR.B,2
IDCBY,1931
LZAGY,118
KBALB,8265
UBOH,600
KERX,82821
BKYI,11200
BKYF,1030
DRAD,17232
EXL.PR.B,500
QGEN,213553
DRAM,2400
UBNK,937
EDAP,6401
USPH,1416
UBNT,20768
ORBC,11442
PDCO,34466
ORBK,5648
SMMF,600
UBQU,11150
EUFN,46204
DRCO,11564
FXIT,50000
VVTV,34569
GGP.PR.A,1442
LAD,3084
LAG,3398
PDCE,27023
ORAN,47033
VVUS,131904
SMLP,185
LAQ,571
LAS,384
CMRZF,100
UBSI,36789
LAZ,5191
UBSH,4551
PUGE,5119
TPRE,17394
NOAH,30467
LBF,958
NSRPF,2000
LBJ,16975
NSANY,11789
LBY,213
COBR,400
SMMU,228
UBRG,278000
NSANF,1319
ORCL,2100038
TTRAF,1000
ORCT,21400
LCI,7062
OABC,453
LCM,5775
NPIFF,2000
JBSS,1054
IPRC,20000
USTR,3023
ZAAP,2000
DAEG,564
TKGBY,7696
COCO,21519
LDF,1440
LDK,57510
SGRCF,35000
LDL,289
SBBSF,16270
LDP,17870
FGLD,45040
NTDOY,699
ORGC,11690
LDR,1068
COBZ,2789
KEYW,11136
EDIG,500
CIG.C,2619
PDFS,3354
HMPR,819
OREO,400
LEA,35307
LEE,21177
CODI,4746
EDGW,1950
NOBL,7642
LEG,18901
LEI,6400
CODE,20338
OREX,78081
LEN,182367
LEO,22374
PDGO,30000
CAOVY,26
HMST,871
LFC,12007
HMSY,32392
DRII,2354
LFL,41389
DRIO,23400
SMSI,3300
DRIV,5243
PULB,2130
MLAB,605
PCG.PR.B,1
DRHC,10000
LGF,14572
EDIV,21122
LGI,1749
ORGN,700
LGL,900
PDII,20
LGP,1339
SMRT,7035
PCG.PR.A,500
NOEC,300
BLDR,36777
BLDP,335785
LHO,19350
PDLI,119521
EDMC,11622
GPE.PR.A,204
SNFCA,701
IPWR,1312
ORIG,6006
COHU,2064
HMTV,90
MLCG,500
PULS,100
COHR,2555
ORIT,536
SGAMY,1015
LII,6710
ZAGG,6032
SMTC,41442
LIN,8592
LIT,2516
SSDOY,204
SMTX,400
IPXL,10573
DAIO,1200
AIRYY,340
BLFS,2155
BLFR,2000
ORLY,24990
ECIFY,525
TOSYY,30
OAKS,3815
BLGX,100
MLER,800
NOHO,1847999
LKQ,59483
DAKT,3527
WIBC,16226
DAKP,100
TY.PR,95
MLHR,6646
LLL,237970
DROP,173000
LYG.PR.A,1795
PURA,1
LLY,157952
COKE,1693
SSUMY,600
PURE,605
EUSA,376
LIFE,70354
ORMP,289051
HCN.PR.J,1002
HCN.PR.I,1
DANG,106093
TYY.PR.C,301
BLIN,5560
HTHIY,40
LMT,109165
COLM,4471
COLE,138851
GDPEF,1500
COLB,5124
MLHC,600
LNC,65156
LNG,102886
FLMTF,85000
ZROZ,28
LNN,5221
CMAKY,103
MS.PR.A,1917
COMM,8000
LNT,14169
RAFLF,6100
BLUSF,333
JFTTL,20
YOKU,79406
KWEB,2250
MS.PR.F,10730
LOR,1018
LOV,2419
CONN,28613
LOW,468671
ATRNQ,50092
CONE,16190
WIFI,5556
BLKB,2004
DDAIF,2674
GZPFY,373
HBCYF,1398
LPI,18034
LPL,13135
EDUC,2
LPS,19549
LPX,50885
COOL,9778
LQD,77118
PWAZQ,500
WIIM,2200
BLLB,500000
YONG,27804
AHONY,1775
CBS.A,358
UCBA,1200
COPX,16245
BLMT,415
DDAIY,402
OGZPY,7261
UCBI,17009
DARA,18219
DRRX,6923
BLMN,13051
KFFB,867
LRE,694
CORE,1687
JMHLY,1465
IQDF,2600
LRN,9717
MLNX,44009
LRY,59878
BKRKY,1543
XLNX,304238
LSC,12926
AIMC,1817
LSG,19800
UTEK,12404
LSI,1465075
BLOX,58997
ORSX,58
DATE,2482
CORT,16931
DRTX,4703
CORR,1590
